Dusekkar the Legendary Wizard entered the Land of Sosaria#November 6, 2025 at 04:58
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:55
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:55
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:54
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:54
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:53
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:53
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:52
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:52
Barcos Verites the Legendary Tinker entered the Land of Sosaria#November 6, 2025 at 04:51
Karlayos the Grandmaster Alchemist entered the Town of Devil Guard#November 6, 2025 at 04:50
Karlayos the Grandmaster Alchemist entered the City of Britain#November 6, 2025 at 04:50
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:49
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:49
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:49
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:49
Menelif the Elder Elementalist entered the City of Britain#November 6, 2025 at 04:48
Brytor the Apprentice Knight entered the City of Britain#November 6, 2025 at 04:47
Brytor the Apprentice Knight entered the Bank of Britain#November 6, 2025 at 04:46
Brytor the Apprentice Knight entered the City of Britain#November 6, 2025 at 04:45
Menelif the Elder Elementalist entered the Bank of Britain#November 6, 2025 at 04:41
Menelif the Elder Elementalist entered the City of Britain#November 6, 2025 at 04:41
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:41
Menelif the Elder Elementalist entered Dungeon Exodus#November 6, 2025 at 04:39
Menelif the Elder Elementalist entered Castle Exodus#November 6, 2025 at 04:39
Menelif the Elder Elementalist entered the City of Britain#November 6, 2025 at 04:39
Menelif the Elder Elementalist entered the Bank of Britain#November 6, 2025 at 04:39
Menelif the Elder Elementalist entered the City of Britain#November 6, 2025 at 04:37
Menelif the Elder Elementalist entered the Village of Yew#November 6, 2025 at 04:36
Menelif the Elder Elementalist entered the City of Britain#November 6, 2025 at 04:35
Karlayos the Grandmaster Alchemist entered the City of Britain#November 6, 2025 at 04:32
Karlayos the Grandmaster Alchemist entered the Bank of Britain#November 6, 2025 at 04:32
Karlayos the Grandmaster Alchemist entered the City of Britain#November 6, 2025 at 04:32
Karlayos the Grandmaster Alchemist entered the Ratmen Fort#November 6, 2025 at 04:31
Karlayos the Grandmaster Alchemist entered the Land of Sosaria#November 6, 2025 at 04:31
Karlayos the Grandmaster Alchemist entered the Ratmen Fort#November 6, 2025 at 04:30
Karlayos the Grandmaster Alchemist entered the Land of Sosaria#November 6, 2025 at 04:30
Karlayos the Grandmaster Alchemist entered the Ratmen Fort#November 6, 2025 at 04:30
Karlayos the Grandmaster Alchemist entered the Land of Sosaria#November 6, 2025 at 04:26
Karlayos the Grandmaster Alchemist entered the Graveyard#November 6, 2025 at 04:26
Karlayos the Grandmaster Alchemist entered the Land of Sosaria#November 6, 2025 at 04:20
Karlayos the Grandmaster Alchemist entered the City of Britain#November 6, 2025 at 04:17
Karlayos the Grandmaster Alchemist entered the Town of Devil Guard#November 6, 2025 at 03:50
Karlayos the Grandmaster Alchemist entered the City of Britain#November 6, 2025 at 03:50
Karlayos the Grandmaster Alchemist entered the Forgotten Halls#November 6, 2025 at 03:10
